id,organization_id,name,specifications,default_unit_cost,active,created_at,updated_at,item_name,item_code,unit,default_cost,minimum_stock_level,is_active,asset_type_id,issue_type_id
3b9fb2fb-d5f2-434f-ac07-966cf5e7e069,00000000-0000-0000-0000-000000000001,Bedsheet Set (Cotton),Cotton,800,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:45:37.574837+00,Bedsheet Set (Cotton),null,pcs,800,1,true,b1000000-0000-0000-0000-000000000017,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
4aba0e25-cd83-4232-9aff-4e460c28c343,00000000-0000-0000-0000-000000000001,Pillow (Standard Fiber),Standard Fiber,400,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:46:30.493317+00,Pillow (Standard Fiber),null,pcs,400,1,true,b1000000-0000-0000-0000-000000000016,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
574e509f-4856-450b-b1a2-8a87f7a7973c,00000000-0000-0000-0000-000000000001,Pillow Filling,Standard,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:46:53.594388+00,Pillow Filling,null,pcs,300,1,true,b1000000-0000-0000-0000-000000000016,e2aa2aaa-8af6-4807-9a4e-7665c5421eed
f5fb2c8d-21dd-42aa-995b-715976739fe5,00000000-0000-0000-0000-000000000001,test,tst,0,true,2026-04-24 09:41:56.249593+00,2026-04-24 09:41:56.249593+00,test,null,pcs,0,0,true,b1000000-0000-0000-0000-000000000003,ec405235-70e9-407e-9aa2-b877f8f36af8
8c9734a5-3a28-4e1a-b4e0-485c64fc798a,00000000-0000-0000-0000-000000000001,16 amp 3 pin top,AC Stabilizer 3 pin,0,true,2026-06-02 04:31:26.527012+00,2026-06-02 04:31:26.527012+00,16 amp 3 pin top,null,pcs,0,0,true,null,28158382-d5c1-436c-927b-3e3d9855c2af
e781fc37-3a87-4ea6-b3ea-e7bb299b5dd8,00000000-0000-0000-0000-000000000001,AC Remote,null,0,true,2026-04-22 17:22:54.139564+00,2026-04-22 19:26:39.870161+00,AC Remote,null,pcs,350,1,true,b1000000-0000-0000-0000-000000000001,a5831922-eaeb-48c2-941c-fd96fae8813d
69b9f30d-824c-4721-ac8b-2c77a1986e82,00000000-0000-0000-0000-000000000001,Hinges (Stainless Steel),Stainless Steel,250,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Hinges (Stainless Steel),null,pcs,250,1,true,094f91af-d43e-4261-bcdc-4b25c9def229,a25aca1b-211b-41d3-ab08-78bd2b9541e8
8af73535-891b-4e36-b620-52dd2c7b5a7a,00000000-0000-0000-0000-000000000001,Electronic Board (Main Control PCB),Main Control PCB,3500,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Electronic Board (Main Control PCB),null,pcs,3500,1,true,b1000000-0000-0000-0000-000000000002,caf6381e-5189-4c1f-bf0a-4dfd99d9b9e7
91eb3a3b-9bfc-469f-b183-fc78ef28e87c,00000000-0000-0000-0000-000000000001,Thermostat (Refrigerator),Standard,600,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Thermostat (Refrigerator),null,pcs,600,1,true,b1000000-0000-0000-0000-000000000003,ec405235-70e9-407e-9aa2-b877f8f36af8
b63ff1e7-6423-4df9-b27b-9d8a605978da,00000000-0000-0000-0000-000000000001,Start Relay (With Overload),With Overload,500,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Start Relay (With Overload),null,pcs,500,1,true,b1000000-0000-0000-0000-000000000003,ec405235-70e9-407e-9aa2-b877f8f36af8
e84359f4-993b-4640-ba88-1071a0ddba61,00000000-0000-0000-0000-000000000001,Door Gasket,Standard,1200,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Door Gasket,null,pcs,1200,1,true,b1000000-0000-0000-0000-000000000003,ec405235-70e9-407e-9aa2-b877f8f36af8
e39d7458-5dd1-446c-85d7-2988649fea4f,00000000-0000-0000-0000-000000000001,Compressor Capacitor,Standard,400,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Compressor Capacitor,null,pcs,400,1,true,b1000000-0000-0000-0000-000000000003,ec405235-70e9-407e-9aa2-b877f8f36af8
b33f8857-6705-44a8-9ec9-a9962b990bdf,00000000-0000-0000-0000-000000000001,Turntable Plate,Standard,600,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Turntable Plate,null,pcs,600,1,true,b1000000-0000-0000-0000-000000000004,c5f1c3c0-af88-4c54-9730-ebffed128bc9
de7882eb-055a-449b-921b-30a9d7569c48,00000000-0000-0000-0000-000000000001,Roller Ring,Standard,250,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Roller Ring,null,pcs,250,1,true,b1000000-0000-0000-0000-000000000004,c5f1c3c0-af88-4c54-9730-ebffed128bc9
416ae956-a87b-4554-a9ac-16e6f5042a2c,00000000-0000-0000-0000-000000000001,Door Switch,Standard,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Door Switch,null,pcs,300,1,true,b1000000-0000-0000-0000-000000000004,c5f1c3c0-af88-4c54-9730-ebffed128bc9
9e0c4fea-c1b1-42d9-8e97-a124ad92b592,00000000-0000-0000-0000-000000000001,Fuse,Standard,100,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Fuse,null,pcs,100,1,true,b1000000-0000-0000-0000-000000000004,c5f1c3c0-af88-4c54-9730-ebffed128bc9
a8242726-9bd4-4709-857b-1296c3d3786a,00000000-0000-0000-0000-000000000001,Power Cord,Standard,300,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Power Cord,null,pcs,300,1,true,b1000000-0000-0000-0000-000000000005,c5f1c3c0-af88-4c54-9730-ebffed128bc9
9a43cfdd-8fe4-4969-8859-527d770a1759,00000000-0000-0000-0000-000000000001,Control Panel (Membrane),Membrane,1000,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Control Panel (Membrane),null,pcs,1000,1,true,b1000000-0000-0000-0000-000000000005,c5f1c3c0-af88-4c54-9730-ebffed128bc9
d8999887-aedd-4da6-9463-e3f5c7ae9333,00000000-0000-0000-0000-000000000001,Cooling Fan (Internal),Internal,800,true,2026-04-22 18:22:06.17155+00,2026-04-22 19:26:39.870161+00,Cooling Fan (Internal),null,pcs,800,1,true,b1000000-0000-0000-0000-000000000005,c5f1c3c0-af88-4c54-9730-ebffed128bc9
